term,definition,source,url_source
AIDAPHI,Association Interdépartementale Pour Le Développement Des Actions En Faveur Des Personnes Handicapées Et Inadaptées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AIE,Agence internationale de l'énergie.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AIFE,Agence pour l'Informatique Financière de l'Etat,beta.gouv.fr,https://github.com/betagouv/glossary-bot
AIF,Aide Individuelle à La Formation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AII,Agence de l'innovation industrielle,Sénat,https://www.senat.fr/histoire/sigles.html
AIS,Acte Infirmier de Soins,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AIS,Adaptation et intégration scolaire,Sénat,https://www.senat.fr/histoire/sigles.html
AIL,Accord d’Initiative Locale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AIM,Association Internationale De La Mutualité,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AIO,Accueil Information Orientation,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALD,Affection de longue durée,Keratocone,https://www.keratocone.net/acronymes.html
AITF,Association des Ingénieurs Territoriaux de France,beta.gouv.fr,https://github.com/betagouv/glossary-bot
AIVS,Agence immobilière à vocation sociale,Sénat,https://www.senat.fr/histoire/sigles.html
AJ,Aide juridictionnelle,Ministère de la Justice,http://www.justice.gouv.fr/art_pix/Stat_Annuaire_ministere-justice_sigles.pdf
AL,Allocation de logement,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALE,Accueil De Loisirs Extrascolaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALE,Agence locale de l'énergie.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
ALE,Agence locale pour l’emploi,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALI,Agent Local d’Insertion,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALI,Animateur local d’insertion,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALF,Allocation de logement familiale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALS,Allocation d'enseignement et de recherche,Sénat,https://www.senat.fr/histoire/sigles.html
ALS,Allocation de logement sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALMA,Allo Maltraitance des Personnes Agées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALME,Agence locale de la maîtrise de l'énergie.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AME,Accords multilatéraux sur l'environnement.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AME,Aide médicale de l'Etat,Sénat,https://www.senat.fr/histoire/sigles.html
ALSH,accueil de loisirs sans hébergement (Nouvelle désignation du CLSH),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ALT,Aide au Logement Temporaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AM,Assurance Maladie,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AMAP,Association pour le maintien d'une agriculture paysanne,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AMC,Assurance Maladie Complémentaire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AMD,Aide Médicale à Domicile,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AME,Aide médicale état,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AMELI,Assurance Maladie en ligne,Keratocone,https://www.keratocone.net/acronymes.html
AMF,Accords multifibres,Sénat,https://www.senat.fr/histoire/sigles.html
AMEXA,"Assurance maladie, invalidité et maternité des exploitants agricoles",Sénat,https://www.senat.fr/histoire/sigles.html
AMF,Association des maires de France,Sénat,https://www.senat.fr/histoire/sigles.html
AMF,Assurance mutuelle des fonctionnaires,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
AMF,Autorité des marchés financiers,Sénat,https://www.senat.fr/histoire/sigles.html
AMG,Assistance médicale gratuite,Sénat,https://www.senat.fr/histoire/sigles.html
AMGVF,Aéroport Montpellier Méditerranée,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AMGVF,Association des Maires de grandes villes de France,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AMI,Accord multilatéral sur l’investissement,Sénat,https://www.senat.fr/histoire/sigles.html
AMI,Acte Médical Infirmier,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AMM,Autorisation de mise sur le marché,Sénat,https://www.senat.fr/histoire/sigles.html
AMO,Actes pratiqués par l’orthophoniste,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AMO,Assistance à Maîtrise d'Ouvrage,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
AMO,Assurance Maladie Obligatoire,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AMP,Accord sur les Marchés Publics,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
AMP,Accord sur les marchés publics.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AMOA,Assistance à la maîtrise d’ouvrage (cf. http://bit.ly/amoa1234),beta.gouv.fr,https://github.com/betagouv/glossary-bot
AMP,Aide Medico Psychologique,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AMP,Aide médico psychologique,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
AMP,Assistance médicale à la procréation,Sénat,https://www.senat.fr/histoire/sigles.html
ANACT,Agence nationale pour l'amélioration des conditions de travail,Sénat,https://www.senat.fr/histoire/sigles.html
AMR,Alliance maladies rares,Keratocone,https://www.keratocone.net/acronymes.html
AMRF,Association des maires ruraux.de France,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AMU,Aide médicale d’urgence,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
AMVGF,Association des maires des grandes villes de France,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANABF,Association Nationale des Architecte des bâtiments de France,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
ANAES,Agence nationale d'accréditation et d'évaluation en santé,Sénat,https://www.senat.fr/histoire/sigles.html
ANAEM,Agence nationale d'accueil des étrangers et des migrations,Sénat,https://www.senat.fr/histoire/sigles.html
ANAES,Association nationale d’accréditation des établissements de santé,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
ANAH,Agence nationale de l’habitat,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
ANAS,Agence nationale des routes et aérodromes.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
ANAS,Association nationale des assistants sociaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANAP,Agence Nationale D’appui à La Performance Des établissements De Santé Et Médico-sociaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANCE,Agence nationale pour la création d'entreprises,Sénat,https://www.senat.fr/histoire/sigles.html
ANCE,Association Nationale des Communautés Educatives,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANCCBAS,Association nationale des cadres des bureaux d’aide sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANDA,Association nationale pour le développement agricole,Sénat,https://www.senat.fr/histoire/sigles.html
ANCMRTM,"Association nationale des communes pour la maîtrise des risques technologiques
majeurs",M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
ANCSEC,Agence nationale pour la cohésion sociale et l'égalité des chances,Sénat,https://www.senat.fr/histoire/sigles.html
ANCV,Association Nationale des Chèques Vacances,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANDRA,Agence nationale pour la gestion des déchets radioactifs,Sénat,https://www.senat.fr/histoire/sigles.html
ANDASS,Association nationale des directeurs des affaires sanitaires et sociales,CNLES,https://www.cnle.gouv.fr/Sigles-de-l-Administration.html
ANDDOM,Association nationale pour le développement des départements d'outre-mer,Sénat,https://www.senat.fr/histoire/sigles.html
ANDEM,Agence nationale pour le développement de l'évaluation médicale,Sénat,https://www.senat.fr/histoire/sigles.html
ANFH,Association Nationale pour la Formation permanente du personnel Hospitalier,DGOS,http://www.metiers-fonctionpubliquehospitaliere.sante.gouv.fr/Lexique-des-abreviations-ou-sigles.html
ANDRED,Agence nationale pour la récupération et l'élimination des déchets.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
ANEFE,Association nationale des écoles françaises de l'étranger,Sénat,https://www.senat.fr/histoire/sigles.html
ANEJI,Association nationale des éducateurs de jeunes inadaptés,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANENA,Association nationale pour l'étude de la neige et des avalanches,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
ANESM,Agence Nationale de l’Évaluation Sociale et Médico-sociale,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANI,Accord national interprofessionnel,Sénat,https://www.senat.fr/histoire/sigles.html
ANIFOM,Agence nationale pour l'indemnisation des Français d'outre-mer,Sénat,https://www.senat.fr/histoire/sigles.html
ANIL,Association nationale d'information logement,Sénat,https://www.senat.fr/histoire/sigles.html
ANIT,Agence nationale de l'information touristique,Sénat,https://www.senat.fr/histoire/sigles.html
ANPE,Agence nationale pour l'emploi,Sénat,https://www.senat.fr/histoire/sigles.html
ANIVIT,Association Nationale interprofessionnelle des vins de table et des vins de pays,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
ANLEP,Association nationale des licenciés économique et des préretraités,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANMJPM,Association Nationale Des Mandataires Judiciaires à La Protection Des Majeurs (Nouveau nom de l’ANGT),L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANN,Agence Nationale du Numérique,beta.gouv.fr,https://github.com/betagouv/glossary-bot
ANPAA,Association Nationale De Prévention En Alcoologie Et Addictologie,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANPASE,Association nationale des personnels et acteurs de l’action sociale en faveur de la famille,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANPDE,Association Nationale des Puericultrices Diplomées d’Etat,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANPEEC,Agence nationale pour l’information des locataires,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANPEEC,Agence nationale pour la part des employeurs à l’effort de construction,DGAFP,https://www.fonction-publique.gouv.fr/files/files/statistiques/rapports_annuels/2016/G_Liste_des_sigles.pdf
ANPEDA,Association nationale des parents d’enfants déficients auditifs,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANR,Agence nationale de la recherche,Sénat,https://www.senat.fr/histoire/sigles.html
ANPER,Association Nationale pour la protection des Eaux et Rivières,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
ANPF,Association nationale des placements familiaux,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANPHA,Association nationale des personnes handicapées,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANRED,Agence nationale pour la récupération et l'élimination des déchets,Sénat,https://www.senat.fr/histoire/sigles.html
ANRU,Agence nationale pour la rénovation urbaine,Sénat,https://www.senat.fr/histoire/sigles.html
ANRU,Agence Nationale Pour La Rénovation Urbaine,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANRS,Agence Nationale de Recherches contre le Sida et les hépatites,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANSA,Agence nouvelle des solidarités actives,Sénat,https://www.senat.fr/histoire/sigles.html
ANT,Agence nationale pour l'insertion et la promotion des travailleurs d'outre-mer,Sénat,https://www.senat.fr/histoire/sigles.html
ANSP,Agence Nationale Des Services à La Personne,L. Bohu - maraudes.fr,http://maraudes.fr/glossaire-sigles-social-de-sante-de-ladministration/
ANVAR,Agence nationale de valorisation de la recherche,Sénat,https://www.senat.fr/histoire/sigles.html
ANTS,Agence Nationale des Titres Sécurisés,beta.gouv.fr,https://github.com/betagouv/glossary-bot
AO,Appel d'Offres,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
AOC,Appellation d'origine contrôlée,Sénat,https://www.senat.fr/histoire/sigles.html
AOO,Appel d'Offres Ouvert,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
AOP,Appel d'Offres sur Performances,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
AOP,Appellation d'origine protégée.,M. Lefay - CCE-LR,http://www.cce-lrv.com/documents/images/general_photos/151_Fichier.pdf
AOR,Appel d'Offres Restreint,marche-public.fr,http://www.marche-public.fr/Marches-publics/Definitions/Marches-publics-Sigles.htm
